19:22:48.343: DATE    : 2024-07-27
19:22:48.600: INFO    : None compromising logline 68
19:22:48.600: INFO    : None compromising logline 418
19:22:48.601: INFO    : None compromising logline 64
19:22:48.601: INFO    : None compromising logline 64
19:22:48.601: INFO    : None compromising logline 64
19:22:48.602: INFO    : None compromising logline 63
19:22:48.602: INFO    : None compromising logline 64
19:22:48.602: INFO    : None compromising logline 65
19:22:48.603: INFO    : None compromising logline 65
19:22:48.603: INFO    : None compromising logline 65
19:22:48.603: INFO    : None compromising logline 66
19:22:48.603: INFO    : None compromising logline 63
19:22:48.603: INFO    : None compromising logline 65
19:22:48.604: INFO    : None compromising logline 67
19:22:48.604: INFO    : None compromising logline 64
19:22:48.604: INFO    : None compromising logline 417
19:22:48.604: INFO    : None compromising logline 64
19:22:48.604: INFO    : None compromising logline 65
19:22:48.605: INFO    : None compromising logline 64
19:22:48.605: INFO    : None compromising logline 416
19:22:48.605: INFO    : None compromising logline 65
19:22:48.605: INFO    : None compromising logline 66
19:22:48.605: INFO    : None compromising logline 64
19:22:48.606: INFO    : None compromising logline 419
19:22:48.606: INFO    : None compromising logline 64
19:22:48.606: INFO    : None compromising logline 418
19:22:48.606: INFO    : None compromising logline 67
19:22:48.606: INFO    : None compromising logline 68
19:22:48.606: INFO    : None compromising logline 65
19:22:48.607: INFO    : None compromising logline 417
19:22:48.607: INFO    : None compromising logline 66
19:22:48.607: INFO    : None compromising logline 419
19:22:48.607: INFO    : None compromising logline 67
19:22:48.607: INFO    : None compromising logline 64
19:22:48.608: INFO    : None compromising logline 63
19:22:48.608: INFO    : None compromising logline 67
19:22:48.608: INFO    : None compromising logline 68
19:22:48.608: INFO    : None compromising logline 64
19:22:48.608: INFO    : None compromising logline 68
19:22:48.608: INFO    : None compromising logline 418
19:22:48.609: INFO    : None compromising logline 64
19:22:48.609: INFO    : None compromising logline 66
19:22:48.609: INFO    : None compromising logline 65
19:22:48.609: INFO    : None compromising logline 419
19:22:48.609: INFO    : None compromising logline 67
19:22:48.610: INFO    : None compromising logline 67
19:22:48.610: INFO    : None compromising logline 65
19:22:48.610: INFO    : None compromising logline 419
19:22:48.610: INFO    : None compromising logline 65
19:22:48.610: INFO    : None compromising logline 64
19:22:48.610: INFO    : None compromising logline 65
19:22:48.611: INFO    : None compromising logline 67
19:22:48.611: INFO    : None compromising logline 68
19:22:48.611: INFO    : None compromising logline 68
19:22:48.611: INFO    : None compromising logline 65
19:22:48.611: INFO    : None compromising logline 64
19:22:48.611: INFO    : None compromising logline 68
19:22:48.612: INFO    : None compromising logline 66
19:22:48.612: INFO    : None compromising logline 65
19:22:48.612: INFO    : None compromising logline 418
19:22:48.612: INFO    : None compromising logline 64
19:22:48.612: INFO    : None compromising logline 67
19:22:48.612: INFO    : None compromising logline 63
19:22:48.613: INFO    : None compromising logline 418
19:22:48.613: INFO    : None compromising logline 63
19:22:48.613: INFO    : None compromising logline 68
19:22:48.613: INFO    : None compromising logline 65
19:22:48.613: INFO    : None compromising logline 66
19:22:48.613: INFO    : None compromising logline 65
19:22:48.613: INFO    : None compromising logline 66
19:22:48.614: INFO    : None compromising logline 65
19:22:48.614: INFO    : None compromising logline 418
19:22:48.614: INFO    : None compromising logline 64
19:22:48.614: INFO    : None compromising logline 66
19:22:48.614: INFO    : None compromising logline 65
19:22:48.614: INFO    : None compromising logline 416
19:22:48.615: INFO    : None compromising logline 64
19:22:48.615: INFO    : None compromising logline 68
19:22:48.615: INFO    : None compromising logline 65
19:22:48.615: INFO    : None compromising logline 64
19:22:48.615: INFO    : None compromising logline 65
19:22:48.615: INFO    : None compromising logline 416
19:22:48.616: INFO    : None compromising logline 68
19:22:48.616: INFO    : None compromising logline 67
19:22:48.616: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.616: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.616: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.993.test(
19:22:48.616: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.616: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.616: DATA    : )
19:22:48.616: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.616: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.616: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.993.test(
19:22:48.616: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.616: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.616: DATA    : )
19:22:48.616: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.616: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.616: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.993.test(
19:22:48.616: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.616: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.616: DATA    : )
19:22:48.616: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.616: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.616: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.993.test(
19:22:48.616: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.616: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.616: DATA    : )
19:22:48.616: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.616: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.616: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.616: DATA    : src\omrolocs.993.test(
19:22:48.616: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.616: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.616: DATA    : )
19:22:48.616: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.616: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.616: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.617: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.617: DATA    : src\omrolocs.993.test(
19:22:48.617: DATA    :     someDatum=[1, 2, 3, 4],
19:22:48.617: DATA    :     someDatum2=[1, 2, 3, 4],
19:22:48.617: DATA    : )
19:22:48.617: OMROLOCS: src\omrolocs.989.test <- src\omrolocs.981.wrapper <- src\omrolocs.995.__privProp <- Dawg(SomeCls(Daddy.__testCaller)) <- Dawg(SomeCls(Daddy.testCaller)) <- Dawg(SomeCls.testCallerOfCaller) <- Dawg(SomeCls.propCallerOfCallerOfCaller) <- Outcast.__classMeth <- Outcast.classMeth <- src\omrolocs.1008.__statMeth <- src\omrolocs.1006.statMeth <- OutcastSon(Outcast.__init__) <- src\omrolocs.1023.func <- src\omrolocs.1026.oldStyleStaticMeth <- src\omrolocs.1028.oldStyleClassMeth <- src\omrolocs.1029.oldStyleInstanceMeth <- src\omrolocs.1110.genLogs <- src\omrolocs.1123.<module>
19:22:48.617: DATA    : src\omrolocs.990.test(No data was passed)
19:22:48.617: DATA    : src\omrolocs.991.test(someDatum=[1, 2, 3, 4])
19:22:48.617: DATA    : src\omrolocs.992.test(someDatum=[1, 2, 3, 4], someDatum2=[1, 2, 3, 4])
19:22:48.617: DATA    : src\omrolocs.993.test(
